Transaction Date,Total Spent,Location,Province,Item
2026-02-16,3.52,Takeaway,British Columbia,Coffee
2026-02-06,10.29,Takeaway,Newfoundland and Labrador,Coffee
2026-02-26,3.55,In-store,Newfoundland and Labrador,Coffee
2026-02-17,3.49,In-store,Saskatchewan,Coffee
2026-02-18,7.08,Takeaway,Manitoba,Coffee
2026-02-07,3.47,In-store,Manitoba,Coffee
2026-02-12,6.91,In-store,Saskatchewan,Coffee
2026-02-16,6.98,Takeaway,Saskatchewan,Coffee
2026-02-24,3.51,In-store,British Columbia,Coffee
2026-02-18,10.55,In-store,Newfoundland and Labrador,Coffee
2026-02-04,7.07,In-store,Manitoba,Coffee
2026-02-13,10.38,Takeaway,British Columbia,Coffee
2026-02-09,10.22,Takeaway,British Columbia,Coffee
2026-02-16,7.23,In-store,British Columbia,Coffee
2026-02-13,14.7,In-store,Newfoundland and Labrador,Coffee
2026-02-02,3.53,Takeaway,Saskatchewan,Coffee
2026-02-06,6.81,Takeaway,Saskatchewan,Coffee
2026-02-19,3.45,In-store,Manitoba,Coffee
2026-02-16,14.14,In-store,Saskatchewan,Coffee
2026-02-02,7.19,Takeaway,British Columbia,Coffee
2026-02-17,6.83,Takeaway,Newfoundland and Labrador,Coffee
2026-02-15,10.43,In-store,Saskatchewan,Coffee
2026-02-05,6.98,In-store,Manitoba,Coffee
2026-02-01,3.68,Takeaway,British Columbia,Coffee
2026-02-10,3.51,In-store,Saskatchewan,Coffee
2026-02-23,14.24,In-store,Saskatchewan,Coffee
2026-02-04,3.48,Takeaway,Saskatchewan,Coffee
2026-02-27,6.78,In-store,Newfoundland and Labrador,Coffee
2026-02-16,3.54,In-store,British Columbia,Coffee
2026-02-22,6.89,In-store,British Columbia,Coffee
2026-02-27,3.58,Takeaway,Manitoba,Coffee
2026-02-08,17.3,Takeaway,Saskatchewan,Coffee
2026-02-17,6.99,Takeaway,Saskatchewan,Coffee
2026-02-10,10.59,In-store,Newfoundland and Labrador,Coffee
2026-02-03,13.87,In-store,British Columbia,Coffee
2026-02-23,3.44,In-store,British Columbia,Coffee
2026-02-01,3.73,In-store,Newfoundland and Labrador,Coffee
2026-02-25,10.72,Takeaway,Saskatchewan,Coffee
2026-02-23,7.05,In-store,British Columbia,Coffee
2026-02-18,7.07,In-store,British Columbia,Coffee
2026-02-17,3.61,Takeaway,Newfoundland and Labrador,Coffee
2026-02-24,13.7,In-store,Manitoba,Coffee
2026-02-02,17.31,Takeaway,Saskatchewan,Coffee
2026-02-21,3.53,In-store,British Columbia,Coffee
2026-02-05,7.02,In-store,Manitoba,Coffee
2026-02-02,6.92,In-store,Manitoba,Coffee
2026-02-10,7.11,Takeaway,British Columbia,Coffee
2026-02-10,13.95,Takeaway,British Columbia,Coffee
2026-02-05,6.86,Takeaway,Newfoundland and Labrador,Coffee
2026-02-20,3.5,Takeaway,Newfoundland and Labrador,Coffee
2026-02-16,3.51,In-store,British Columbia,Coffee
2026-02-26,7.13,In-store,British Columbia,Coffee
2026-02-22,13.15,In-store,Manitoba,Coffee
2026-02-24,10.58,In-store,British Columbia,Coffee
2026-02-26,7.06,In-store,British Columbia,Coffee
2026-02-23,7.04,In-store,Newfoundland and Labrador,Coffee
2026-02-04,6.97,In-store,Saskatchewan,Coffee
2026-02-05,6.9,In-store,Newfoundland and Labrador,Coffee
2026-02-12,3.52,In-store,British Columbia,Coffee
2026-02-10,6.95,Takeaway,British Columbia,Coffee
2026-02-25,3.62,In-store,British Columbia,Coffee
2026-02-16,3.59,In-store,Newfoundland and Labrador,Coffee
2026-02-25,7.09,Takeaway,Saskatchewan,Coffee
2026-02-11,7.05,In-store,Saskatchewan,Coffee
2026-02-26,10.48,In-store,Manitoba,Coffee
2026-02-03,3.41,Takeaway,Saskatchewan,Coffee
2026-02-13,10.45,Takeaway,British Columbia,Coffee
2026-02-26,14.03,Takeaway,British Columbia,Coffee
2026-02-13,7.03,Takeaway,Saskatchewan,Coffee
2026-02-20,10.29,In-store,Saskatchewan,Coffee
2026-02-11,10.69,Takeaway,British Columbia,Coffee
2026-02-24,3.45,In-store,Newfoundland and Labrador,Coffee
2026-02-18,3.45,Takeaway,Newfoundland and Labrador,Coffee
2026-02-24,10.8,In-store,Newfoundland and Labrador,Coffee
2026-02-16,7.11,Takeaway,Newfoundland and Labrador,Coffee
2026-02-18,6.95,In-store,Manitoba,Coffee
2026-02-16,10.48,Takeaway,Manitoba,Coffee
2026-02-17,13.97,In-store,Newfoundland and Labrador,Coffee
2026-02-19,10.51,In-store,Manitoba,Coffee
2026-02-04,14.13,In-store,Newfoundland and Labrador,Coffee
2026-02-23,7.35,Takeaway,Saskatchewan,Coffee
2026-02-10,3.51,In-store,British Columbia,Coffee
2026-02-01,3.56,In-store,Newfoundland and Labrador,Coffee
2026-02-18,7.09,Takeaway,British Columbia,Coffee
2026-02-18,3.38,Takeaway,Newfoundland and Labrador,Coffee
2026-02-20,6.93,In-store,British Columbia,Coffee
2026-02-28,3.44,In-store,Manitoba,Coffee
2026-02-13,7.17,In-store,British Columbia,Coffee
2026-02-27,3.53,Takeaway,British Columbia,Coffee
2026-02-17,3.19,In-store,British Columbia,Coffee
2026-02-11,7.09,Takeaway,British Columbia,Coffee
2026-02-19,5.19,Takeaway,Newfoundland and Labrador,Coffee
2026-02-06,13.44,In-store,Newfoundland and Labrador,Coffee
2026-02-27,7.21,Takeaway,Saskatchewan,Coffee
2026-02-12,3.31,In-store,Saskatchewan,Coffee
2026-02-01,7.13,In-store,British Columbia,Coffee
2026-02-19,9.52,Takeaway,Newfoundland and Labrador,Coffee
2026-02-04,10.5,In-store,Saskatchewan,Coffee
2026-02-03,10.01,In-store,Newfoundland and Labrador,Coffee
2026-02-02,14.12,In-store,Saskatchewan,Coffee
2026-02-25,7.16,Takeaway,British Columbia,Coffee
2026-02-02,7.05,In-store,Newfoundland and Labrador,Coffee
2026-02-16,3.54,In-store,Manitoba,Coffee
2026-02-14,6.97,Takeaway,British Columbia,Coffee
2026-02-26,6.94,Takeaway,Saskatchewan,Coffee
2026-02-26,6.74,In-store,Manitoba,Coffee
2026-02-26,3.55,In-store,Saskatchewan,Coffee
2026-02-12,3.62,Takeaway,Manitoba,Coffee
2026-02-13,3.58,In-store,Newfoundland and Labrador,Coffee
2026-02-24,10.08,Takeaway,Newfoundland and Labrador,Coffee
2026-02-04,10.18,Takeaway,Newfoundland and Labrador,Coffee
2026-02-04,6.88,Takeaway,Saskatchewan,Coffee
2026-02-26,13.55,In-store,Saskatchewan,Coffee
2026-02-02,3.5,In-store,British Columbia,Coffee
2026-02-11,10.58,In-store,Saskatchewan,Coffee
2026-02-06,6.14,In-store,Saskatchewan,Coffee
2026-02-03,10.66,In-store,Newfoundland and Labrador,Coffee
2026-02-27,3.54,In-store,Saskatchewan,Coffee
2026-02-05,17.31,Takeaway,Saskatchewan,Coffee
2026-02-12,6.98,In-store,Newfoundland and Labrador,Coffee
2026-02-08,3.47,Takeaway,Saskatchewan,Coffee
2026-02-14,14.45,In-store,Newfoundland and Labrador,Coffee
2026-02-23,3.36,In-store,Saskatchewan,Coffee
2026-02-19,6.95,In-store,Manitoba,Coffee
2026-02-17,3.5,Takeaway,Saskatchewan,Coffee
2026-02-15,3.54,Takeaway,British Columbia,Coffee
2026-02-04,7.02,In-store,Newfoundland and Labrador,Coffee
2026-02-12,3.53,In-store,Saskatchewan,Coffee
2026-02-26,7.03,In-store,Saskatchewan,Coffee
2026-02-24,3.48,Takeaway,Saskatchewan,Coffee
2026-02-03,3.52,In-store,Saskatchewan,Coffee
2026-02-24,7.14,In-store,Newfoundland and Labrador,Coffee
2026-02-24,6.99,In-store,British Columbia,Coffee
2026-02-23,3.52,In-store,Saskatchewan,Coffee
2026-02-24,10.46,Takeaway,Saskatchewan,Coffee
2026-02-27,6.91,In-store,Manitoba,Coffee
2026-02-02,10.61,In-store,Newfoundland and Labrador,Coffee
2026-02-11,3.46,Takeaway,British Columbia,Coffee
2026-02-27,3.53,Takeaway,Newfoundland and Labrador,Coffee
2026-02-16,7.0,In-store,Manitoba,Coffee
2026-02-19,3.48,In-store,Saskatchewan,Coffee
2026-02-11,3.48,In-store,Newfoundland and Labrador,Coffee
2026-02-06,3.46,Takeaway,Manitoba,Coffee
2026-02-27,3.38,Takeaway,Saskatchewan,Coffee
2026-02-11,7.05,In-store,Saskatchewan,Coffee
2026-02-17,7.03,In-store,British Columbia,Coffee
2026-02-07,3.57,In-store,Saskatchewan,Coffee
2026-02-27,14.24,In-store,British Columbia,Coffee
2026-02-08,14.12,In-store,British Columbia,Coffee
2026-02-26,6.93,In-store,Manitoba,Coffee
2026-02-09,10.9,In-store,Saskatchewan,Coffee
2026-02-27,6.95,In-store,British Columbia,Coffee
2026-02-11,3.44,In-store,Saskatchewan,Coffee
2026-02-25,6.86,In-store,British Columbia,Coffee
2026-02-17,3.38,Takeaway,Manitoba,Coffee
2026-02-04,10.82,In-store,Newfoundland and Labrador,Coffee
2026-02-09,17.98,In-store,Manitoba,Coffee
2026-02-22,6.94,In-store,Newfoundland and Labrador,Coffee
2026-02-19,3.54,In-store,British Columbia,Coffee
2026-02-10,6.87,In-store,Newfoundland and Labrador,Coffee
2026-02-06,10.88,Takeaway,British Columbia,Coffee
2026-02-24,3.48,In-store,British Columbia,Coffee
2026-02-18,3.48,In-store,Newfoundland and Labrador,Coffee
2026-02-19,7.2,In-store,Newfoundland and Labrador,Coffee
2026-02-13,3.55,Takeaway,Newfoundland and Labrador,Coffee
2026-02-10,7.31,In-store,Newfoundland and Labrador,Coffee
2026-02-11,7.03,Takeaway,British Columbia,Coffee
2026-02-02,6.94,In-store,British Columbia,Coffee
2026-02-26,3.46,In-store,Newfoundland and Labrador,Coffee
2026-02-11,10.11,In-store,Manitoba,Coffee
2026-02-13,10.44,In-store,Newfoundland and Labrador,Coffee
2026-02-10,7.16,Takeaway,Manitoba,Coffee
2026-02-10,3.54,In-store,Manitoba,Coffee
2026-02-19,7.0,Takeaway,Saskatchewan,Coffee
2026-02-19,3.43,In-store,Saskatchewan,Coffee
2026-02-24,7.03,Takeaway,Saskatchewan,Coffee
2026-02-03,3.57,In-store,Manitoba,Coffee
2026-02-25,10.59,In-store,Saskatchewan,Coffee
2026-02-27,10.54,Takeaway,Saskatchewan,Coffee
2026-02-28,3.54,In-store,British Columbia,Coffee
2026-02-04,3.44,Takeaway,Manitoba,Coffee
2026-02-14,6.0,In-store,Manitoba,Tea
2026-02-26,3.06,In-store,British Columbia,Tea
2026-02-22,3.0,In-store,Newfoundland and Labrador,Tea
2026-02-03,6.17,In-store,British Columbia,Tea
2026-02-25,3.05,In-store,British Columbia,Tea
2026-02-24,6.18,Takeaway,Newfoundland and Labrador,Tea
2026-02-23,9.01,In-store,Newfoundland and Labrador,Tea
2026-02-12,3.06,In-store,Newfoundland and Labrador,Tea
2026-02-18,5.88,In-store,Manitoba,Tea
2026-02-20,6.1,Takeaway,Saskatchewan,Tea
2026-02-11,9.04,In-store,Newfoundland and Labrador,Tea
2026-02-23,9.11,In-store,Manitoba,Tea
2026-02-09,6.15,In-store,Manitoba,Tea
2026-02-05,14.73,In-store,Manitoba,Tea
2026-02-25,3.09,In-store,Saskatchewan,Tea
2026-02-10,6.08,In-store,Saskatchewan,Tea
2026-02-02,12.07,Takeaway,Saskatchewan,Tea
2026-02-24,2.93,In-store,Newfoundland and Labrador,Tea
2026-02-23,5.93,Takeaway,British Columbia,Tea
2026-02-23,6.11,In-store,Newfoundland and Labrador,Tea
2026-02-10,6.0,In-store,British Columbia,Tea
2026-02-17,12.29,Takeaway,Manitoba,Tea
2026-02-01,2.96,In-store,Newfoundland and Labrador,Tea
2026-02-01,3.0,Takeaway,British Columbia,Tea
2026-02-08,3.11,Takeaway,Newfoundland and Labrador,Tea
2026-02-16,9.15,In-store,Saskatchewan,Tea
2026-02-17,11.82,Takeaway,Saskatchewan,Tea
2026-02-04,3.0,In-store,Newfoundland and Labrador,Tea
2026-02-25,5.99,In-store,British Columbia,Tea
2026-02-27,6.11,In-store,British Columbia,Tea
2026-02-04,3.01,Takeaway,British Columbia,Tea
2026-02-24,3.0,In-store,British Columbia,Tea
2026-02-18,12.11,Takeaway,British Columbia,Tea
2026-02-15,5.8,Takeaway,British Columbia,Tea
2026-02-14,2.85,In-store,British Columbia,Tea
2026-02-21,2.91,Takeaway,Newfoundland and Labrador,Tea
2026-02-06,2.99,Takeaway,Saskatchewan,Tea
2026-02-18,3.05,Takeaway,Manitoba,Tea
2026-02-08,2.94,Takeaway,Saskatchewan,Tea
2026-02-03,3.01,In-store,British Columbia,Tea
2026-02-16,6.15,Takeaway,British Columbia,Tea
2026-02-09,3.05,Takeaway,Saskatchewan,Tea
2026-02-21,5.86,In-store,Newfoundland and Labrador,Tea
2026-02-19,3.01,In-store,British Columbia,Tea
2026-02-06,3.09,Takeaway,British Columbia,Tea
2026-02-25,2.97,Takeaway,British Columbia,Tea
2026-02-10,12.05,In-store,Manitoba,Tea
2026-02-20,6.02,Takeaway,British Columbia,Tea
2026-02-09,3.03,Takeaway,British Columbia,Tea
2026-02-06,5.94,Takeaway,Saskatchewan,Tea
2026-02-25,12.04,Takeaway,Newfoundland and Labrador,Tea
2026-02-26,11.87,In-store,Newfoundland and Labrador,Tea
2026-02-10,5.83,In-store,British Columbia,Tea
2026-02-10,5.99,In-store,British Columbia,Tea
2026-02-20,6.04,Takeaway,Saskatchewan,Tea
2026-02-06,5.88,Takeaway,Newfoundland and Labrador,Tea
2026-02-25,2.98,In-store,Saskatchewan,Tea
2026-02-01,2.95,In-store,British Columbia,Tea
2026-02-04,3.03,In-store,Manitoba,Tea
2026-02-04,6.08,In-store,Newfoundland and Labrador,Tea
2026-02-10,3.05,Takeaway,Saskatchewan,Tea
2026-02-25,2.94,Takeaway,British Columbia,Tea
2026-02-18,12.55,In-store,Manitoba,Tea
2026-02-03,2.91,In-store,British Columbia,Tea
2026-02-03,2.99,In-store,Newfoundland and Labrador,Tea
2026-02-09,2.86,In-store,Newfoundland and Labrador,Tea
2026-02-18,11.76,In-store,Saskatchewan,Tea
2026-02-17,2.95,In-store,Manitoba,Tea
2026-02-04,3.08,Takeaway,British Columbia,Tea
2026-02-22,2.94,In-store,Newfoundland and Labrador,Tea
2026-02-18,9.3,In-store,Saskatchewan,Tea
2026-02-27,9.04,In-store,British Columbia,Tea
2026-02-16,5.94,In-store,British Columbia,Tea
2026-02-10,8.54,Takeaway,British Columbia,Tea
2026-02-04,5.9,Takeaway,British Columbia,Tea
2026-02-26,5.78,Takeaway,British Columbia,Tea
2026-02-02,2.96,In-store,Manitoba,Tea
2026-02-10,2.98,Takeaway,Manitoba,Tea
2026-02-16,6.03,In-store,British Columbia,Tea
2026-02-17,2.99,In-store,Newfoundland and Labrador,Tea
2026-02-17,2.97,In-store,British Columbia,Tea
2026-02-20,5.94,In-store,Saskatchewan,Tea
2026-02-04,2.99,In-store,Newfoundland and Labrador,Tea
2026-02-20,3.07,In-store,Saskatchewan,Tea
2026-02-25,3.04,In-store,Manitoba,Tea
2026-02-02,14.8,In-store,Saskatchewan,Tea
2026-02-02,2.98,In-store,Newfoundland and Labrador,Tea
2026-02-28,3.03,In-store,British Columbia,Tea
2026-02-10,6.24,In-store,Manitoba,Tea
2026-02-13,2.96,Takeaway,Manitoba,Tea
2026-02-10,15.67,Takeaway,British Columbia,Sandwich
2026-02-16,15.97,Takeaway,British Columbia,Sandwich
2026-02-20,31.48,Takeaway,British Columbia,Sandwich
2026-02-22,24.54,In-store,Saskatchewan,Sandwich
2026-02-10,24.09,In-store,Saskatchewan,Sandwich
2026-02-08,8.13,Takeaway,Manitoba,Sandwich
2026-02-16,16.31,In-store,British Columbia,Sandwich
2026-02-11,23.9,In-store,Saskatchewan,Sandwich
2026-02-18,15.46,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-18,16.05,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-25,23.84,In-store,Newfoundland and Labrador,Sandwich
2026-02-01,16.32,In-store,Saskatchewan,Sandwich
2026-02-03,32.34,Takeaway,British Columbia,Sandwich
2026-02-23,8.37,Takeaway,Saskatchewan,Sandwich
2026-02-17,7.85,In-store,Saskatchewan,Sandwich
2026-02-03,15.77,Takeaway,Saskatchewan,Sandwich
2026-02-26,16.09,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-19,16.28,Takeaway,British Columbia,Sandwich
2026-02-13,33.31,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-23,15.87,Takeaway,British Columbia,Sandwich
2026-02-17,31.44,In-store,Manitoba,Sandwich
2026-02-11,7.87,In-store,British Columbia,Sandwich
2026-02-09,15.86,In-store,British Columbia,Sandwich
2026-02-13,7.96,In-store,Manitoba,Sandwich
2026-02-13,24.08,Takeaway,Manitoba,Sandwich
2026-02-20,24.02,In-store,Saskatchewan,Sandwich
2026-02-13,7.8,In-store,Newfoundland and Labrador,Sandwich
2026-02-02,7.75,In-store,Saskatchewan,Sandwich
2026-02-19,23.95,In-store,British Columbia,Sandwich
2026-02-03,7.88,Takeaway,Manitoba,Sandwich
2026-02-24,7.9,In-store,Manitoba,Sandwich
2026-02-20,8.14,In-store,British Columbia,Sandwich
2026-02-17,32.42,In-store,Saskatchewan,Sandwich
2026-02-13,7.94,In-store,Manitoba,Sandwich
2026-02-05,24.49,In-store,Manitoba,Sandwich
2026-02-19,16.35,Takeaway,British Columbia,Sandwich
2026-02-04,24.66,Takeaway,Manitoba,Sandwich
2026-02-17,16.5,In-store,British Columbia,Sandwich
2026-02-05,7.97,In-store,Newfoundland and Labrador,Sandwich
2026-02-17,8.18,In-store,Saskatchewan,Sandwich
2026-02-05,4.57,Takeaway,Saskatchewan,Sandwich
2026-02-03,16.39,Takeaway,British Columbia,Sandwich
2026-02-13,31.85,In-store,Saskatchewan,Sandwich
2026-02-20,16.01,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-07,16.1,In-store,Saskatchewan,Sandwich
2026-02-14,7.76,Takeaway,British Columbia,Sandwich
2026-02-23,15.68,In-store,Saskatchewan,Sandwich
2026-02-16,7.84,In-store,Manitoba,Sandwich
2026-02-17,16.13,In-store,British Columbia,Sandwich
2026-02-06,32.62,In-store,British Columbia,Sandwich
2026-02-04,15.67,In-store,Manitoba,Sandwich
2026-02-04,32.85,Takeaway,British Columbia,Sandwich
2026-02-27,24.58,In-store,Newfoundland and Labrador,Sandwich
2026-02-03,8.06,In-store,Saskatchewan,Sandwich
2026-02-05,16.3,In-store,Manitoba,Sandwich
2026-02-06,15.83,In-store,Newfoundland and Labrador,Sandwich
2026-02-23,31.09,Takeaway,Manitoba,Sandwich
2026-02-11,23.75,In-store,Newfoundland and Labrador,Sandwich
2026-02-23,16.38,Takeaway,Saskatchewan,Sandwich
2026-02-12,24.61,In-store,British Columbia,Sandwich
2026-02-23,7.81,Takeaway,Manitoba,Sandwich
2026-02-25,15.62,In-store,Manitoba,Sandwich
2026-02-13,15.71,Takeaway,Manitoba,Sandwich
2026-02-28,15.28,In-store,British Columbia,Sandwich
2026-02-26,7.69,In-store,British Columbia,Sandwich
2026-02-02,15.8,In-store,British Columbia,Sandwich
2026-02-17,8.08,In-store,British Columbia,Sandwich
2026-02-19,15.04,Takeaway,British Columbia,Sandwich
2026-02-24,31.95,Takeaway,Saskatchewan,Sandwich
2026-02-19,32.91,In-store,British Columbia,Sandwich
2026-02-19,16.29,In-store,Manitoba,Sandwich
2026-02-09,8.06,In-store,Saskatchewan,Sandwich
2026-02-24,8.02,In-store,British Columbia,Sandwich
2026-02-03,16.36,Takeaway,British Columbia,Sandwich
2026-02-19,16.16,Takeaway,Manitoba,Sandwich
2026-02-06,15.91,Takeaway,Manitoba,Sandwich
2026-02-23,16.3,In-store,Manitoba,Sandwich
2026-02-23,7.78,In-store,Manitoba,Sandwich
2026-02-05,16.25,Takeaway,Saskatchewan,Sandwich
2026-02-23,16.18,In-store,Saskatchewan,Sandwich
2026-02-24,8.03,In-store,Manitoba,Sandwich
2026-02-02,16.03,In-store,Saskatchewan,Sandwich
2026-02-12,8.27,In-store,Saskatchewan,Sandwich
2026-02-05,32.69,In-store,Saskatchewan,Sandwich
2026-02-04,8.22,In-store,Saskatchewan,Sandwich
2026-02-23,8.08,In-store,Newfoundland and Labrador,Sandwich
2026-02-09,16.37,In-store,Manitoba,Sandwich
2026-02-18,16.14,Takeaway,Saskatchewan,Sandwich
2026-02-01,23.76,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-03,23.93,Takeaway,Manitoba,Sandwich
2026-02-18,16.25,In-store,British Columbia,Sandwich
2026-02-11,7.96,In-store,British Columbia,Sandwich
2026-02-25,16.38,Takeaway,British Columbia,Sandwich
2026-02-03,7.81,In-store,British Columbia,Sandwich
2026-02-18,7.96,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-20,15.78,In-store,Saskatchewan,Sandwich
2026-02-18,16.75,Takeaway,Manitoba,Sandwich
2026-02-19,23.69,In-store,Newfoundland and Labrador,Sandwich
2026-02-07,23.59,In-store,British Columbia,Sandwich
2026-02-23,23.98,Takeaway,Manitoba,Sandwich
2026-02-16,15.34,In-store,British Columbia,Sandwich
2026-02-23,16.55,In-store,Newfoundland and Labrador,Sandwich
2026-02-04,7.87,In-store,Newfoundland and Labrador,Sandwich
2026-02-04,16.48,In-store,Manitoba,Sandwich
2026-02-11,15.67,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-11,7.85,In-store,Saskatchewan,Sandwich
2026-02-04,8.13,In-store,Saskatchewan,Sandwich
2026-02-03,15.51,In-store,British Columbia,Sandwich
2026-02-03,16.14,In-store,British Columbia,Sandwich
2026-02-02,15.76,Takeaway,Manitoba,Sandwich
2026-02-02,8.35,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-23,16.58,Takeaway,British Columbia,Sandwich
2026-02-26,8.2,In-store,British Columbia,Sandwich
2026-02-12,33.5,Takeaway,Saskatchewan,Sandwich
2026-02-05,15.8,Takeaway,Manitoba,Sandwich
2026-02-10,16.25,In-store,British Columbia,Sandwich
2026-02-24,23.55,In-store,Saskatchewan,Sandwich
2026-02-26,16.28,In-store,Saskatchewan,Sandwich
2026-02-07,15.97,Takeaway,British Columbia,Sandwich
2026-02-02,16.11,In-store,Newfoundland and Labrador,Sandwich
2026-02-09,31.22,In-store,Newfoundland and Labrador,Sandwich
2026-02-11,31.97,In-store,Saskatchewan,Sandwich
2026-02-01,23.44,Takeaway,British Columbia,Sandwich
2026-02-19,24.05,Takeaway,Saskatchewan,Sandwich
2026-02-04,5.08,Takeaway,Manitoba,Sandwich
2026-02-03,16.58,Takeaway,Newfoundland and Labrador,Sandwich
2026-02-20,15.66,In-store,Newfoundland and Labrador,Sandwich
2026-02-23,3.97,In-store,Saskatchewan,Donut
2026-02-05,8.27,In-store,Newfoundland and Labrador,Donut
2026-02-23,2.0,In-store,Newfoundland and Labrador,Donut
2026-02-09,2.03,In-store,British Columbia,Donut
2026-02-09,2.0,In-store,British Columbia,Donut
2026-02-04,4.18,Takeaway,British Columbia,Donut
2026-02-06,4.06,Takeaway,British Columbia,Donut
2026-02-02,2.0,In-store,Manitoba,Donut
2026-02-19,7.85,In-store,Manitoba,Donut
2026-02-24,2.03,Takeaway,Newfoundland and Labrador,Donut
2026-02-02,4.05,In-store,Newfoundland and Labrador,Donut
2026-02-08,6.15,In-store,British Columbia,Donut
2026-02-10,4.05,In-store,Manitoba,Donut
2026-02-11,6.02,Takeaway,British Columbia,Donut
2026-02-24,2.0,Takeaway,Saskatchewan,Donut
2026-02-02,6.13,In-store,Newfoundland and Labrador,Donut
2026-02-18,5.9,In-store,Newfoundland and Labrador,Donut
2026-02-16,2.0,In-store,Newfoundland and Labrador,Donut
2026-02-24,3.95,In-store,Newfoundland and Labrador,Donut
2026-02-09,3.94,In-store,Saskatchewan,Donut
2026-02-03,3.96,In-store,British Columbia,Donut
2026-02-04,2.0,Takeaway,Newfoundland and Labrador,Donut
2026-02-18,8.09,Takeaway,British Columbia,Donut
2026-02-16,2.0,Takeaway,Manitoba,Donut
2026-02-17,4.03,Takeaway,Newfoundland and Labrador,Donut
2026-02-04,9.87,In-store,Newfoundland and Labrador,Donut
2026-02-02,2.0,Takeaway,Saskatchewan,Donut
2026-02-17,2.0,In-store,British Columbia,Donut
2026-02-03,5.94,In-store,Manitoba,Donut
2026-02-26,2.05,In-store,British Columbia,Donut
2026-02-23,3.97,In-store,Newfoundland and Labrador,Donut
2026-02-05,2.03,In-store,Newfoundland and Labrador,Donut
2026-02-17,2.03,In-store,Newfoundland and Labrador,Donut
2026-02-04,9.95,In-store,Newfoundland and Labrador,Donut
2026-02-26,3.9,In-store,Newfoundland and Labrador,Donut
2026-02-17,3.93,In-store,British Columbia,Donut
2026-02-10,8.2,In-store,Saskatchewan,Donut
2026-02-19,8.08,In-store,British Columbia,Donut
2026-02-01,2.03,In-store,Saskatchewan,Donut
2026-02-09,8.02,In-store,Newfoundland and Labrador,Donut
2026-02-06,7.91,Takeaway,Saskatchewan,Donut
2026-02-10,4.14,Takeaway,British Columbia,Donut
2026-02-03,9.83,In-store,Newfoundland and Labrador,Donut
2026-02-27,2.01,In-store,Newfoundland and Labrador,Donut
2026-02-13,8.08,In-store,Saskatchewan,Donut
2026-02-24,2.0,In-store,Saskatchewan,Donut
2026-02-02,3.94,In-store,British Columbia,Donut
2026-02-24,5.95,In-store,Saskatchewan,Donut
2026-02-19,4.07,Takeaway,Manitoba,Donut
2026-02-19,3.96,Takeaway,Newfoundland and Labrador,Donut
2026-02-23,2.0,In-store,Saskatchewan,Donut
2026-02-16,7.75,In-store,British Columbia,Donut
2026-02-18,3.94,Takeaway,British Columbia,Donut
2026-02-26,3.88,Takeaway,Saskatchewan,Donut
2026-02-04,2.03,Takeaway,Saskatchewan,Donut
2026-02-02,2.03,In-store,Newfoundland and Labrador,Donut
2026-02-27,8.0,In-store,British Columbia,Donut
2026-02-25,5.97,Takeaway,Newfoundland and Labrador,Donut
2026-02-15,4.0,Takeaway,Newfoundland and Labrador,Donut
2026-02-23,4.06,Takeaway,Saskatchewan,Donut
2026-02-25,4.06,Takeaway,Newfoundland and Labrador,Donut
2026-02-13,2.0,In-store,Newfoundland and Labrador,Donut
2026-02-03,9.83,In-store,Saskatchewan,Donut
2026-02-13,4.06,In-store,Newfoundland and Labrador,Donut
2026-02-10,2.01,Takeaway,Newfoundland and Labrador,Donut
2026-02-02,6.07,In-store,Manitoba,Donut
2026-02-27,3.93,Takeaway,Manitoba,Donut
2026-02-20,5.91,In-store,Newfoundland and Labrador,Donut
2026-02-23,8.07,Takeaway,British Columbia,Donut
2026-02-17,3.95,In-store,Newfoundland and Labrador,Donut
2026-02-09,3.88,In-store,Newfoundland and Labrador,Donut
2026-02-17,3.95,In-store,Manitoba,Donut
2026-02-19,3.98,Takeaway,Newfoundland and Labrador,Donut
2026-02-17,6.2,Takeaway,Newfoundland and Labrador,Donut
2026-02-04,7.87,In-store,Newfoundland and Labrador,Donut
2026-02-24,2.0,In-store,Newfoundland and Labrador,Donut
2026-02-09,4.16,Takeaway,Saskatchewan,Donut
2026-02-11,3.91,In-store,Newfoundland and Labrador,Donut
2026-02-16,5.22,In-store,British Columbia,Cookie
2026-02-27,2.5,Takeaway,Manitoba,Cookie
2026-02-10,7.54,In-store,Manitoba,Cookie
2026-02-02,7.54,In-store,Manitoba,Cookie
2026-02-27,5.02,Takeaway,Newfoundland and Labrador,Cookie
2026-02-27,2.56,In-store,British Columbia,Cookie
2026-02-06,2.42,In-store,British Columbia,Cookie
2026-02-24,5.05,In-store,Saskatchewan,Cookie
2026-02-26,5.2,In-store,Saskatchewan,Cookie
2026-02-01,4.97,In-store,British Columbia,Cookie
